,title,price,city,model,mileage,fuel_type,transmission,registered,color,assembly,engine_capacity,price_category,mileage_category
27255,Suzuki Cultus VXL,4200000,Karachi,2023,5000,Petrol,Not Available,Sindh,White,Local,1000,High,Low
27256,Suzuki Cultus EURO II,1500000,Islamabad,2013,63000,Petrol,Not Available,Lahore,Silver,Local,1000,Low,Medium
27258,Toyota Corolla XLi VVTi,2050000,Kharian,2009,201000,Petrol,Not Available,Lahore,White,Local,1300,Low,High
27260,Suzuki Alto VXR,1050000,Rawalpindi,2005,209853,Petrol,Not Available,Islamabad,White,Local,1000,Low,High
27262,KIA Sportage FWD,0,Islamabad,2024,10,Petrol,Automatic,Un-Registered,White,Local,2000,Low,Low
27263,Suzuki Alto VXR,0,Islamabad,2024,5,Petrol,Not Available,Un-Registered,White,Local,660,Low,Low
27264,Hyundai Tucson AWD A/T Ultimate,0,Islamabad,2024,10,Petrol,Automatic,Un-Registered,White,Local,2000,Low,Low
27265,Suzuki Mehran VXR Euro II,1325000,Bahawalpur,2019,68000,Petrol,Not Available,Karachi,Grey,Local,800,Low,Medium
27272,Honda Civic Oriel 1.8 i-VTEC CVT,6700000,Rawalpindi,2020,65000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,Medium
27275,Toyota Yaris Hatchback,4900000,Faisalabad,2021,95051,Petrol,Automatic,Un-Registered,White,Imported,1000,High,Medium
27276,Honda Civic Oriel 1.8 i-VTEC CVT,5200000,Lahore,2016,50700,Petrol,Automatic,Lahore,Lunar Silver Metallic,Local,1800,High,Medium
27277,Honda N Wgn G,3475000,Karachi,2021,6000,Petrol,Automatic,Karachi,Rose Pink,Imported,660,Medium,Low
27278,Suzuki Mehran VX,515000,Faisalabad,2005,91000,Petrol,Not Available,Lahore,White,Local,800,Low,Medium
27280,Honda Civic VTi Prosmatec 1.8 i-VTEC,2050000,Gujrat,2008,105000,Petrol,Automatic,Lahore,White,Local,1800,Low,High
27282,Honda City 1.3 i-VTEC,2985000,Lahore,2016,87000,Petrol,Not Available,Islamabad,Urban Titanium,Local,1300,Medium,Medium
27283,Toyota Aqua G,3490000,Lahore,2013,151313,Hybrid,Automatic,Islamabad,White,Imported,1500,Medium,High
27285,Honda Civic VTi Oriel 1.8 i-VTEC,2925000,Jhang,2013,92725,Petrol,Not Available,Lahore,Modern Steel Metallic,Local,1800,Medium,Medium
27287,Suzuki Wagon R VXL,2900000,Sialkot,2021,52000,Petrol,Not Available,Punjab,White,Local,1000,Medium,Medium
27288,Honda City EXi,850000,Rawalpindi,2000,100000,Petrol,Not Available,Lahore,White,Local,1300,Low,Medium
27290,KIA Sportage AWD,6880000,Lahore,2020,53000,Petrol,Automatic,Islamabad,White,Local,2000,High,Medium
27291,Honda Vezel Hybrid Z,5600000,Islamabad,2014,125000,Hybrid,Automatic,Islamabad,Black,Imported,1500,High,High
27292,Honda Civic EXi Prosmatec,1270000,Rahim yar khan,2002,100000,Petrol,Automatic,Sindh,Burgundy,Local,1500,Low,Medium
27293,Suzuki Bolan VX Euro II,1370000,Rawalpindi,2015,60000,Petrol,Not Available,Punjab,Green,Local,800,Low,Medium
27295,Honda City EXi,620000,Lahore,1997,54,Petrol,Not Available,Lahore,Red,Local,1300,Low,Low
27297,Toyota Corolla Altis Grande CVT-i 1.8,4250000,Lahore,2017,115000,Petrol,Automatic,Punjab,Silver Metallic,Local,1800,High,High
27298,Suzuki Alto VXR,2370000,Jaranwala,2021,55000,Petrol,Not Available,Punjab,Graphite Grey,Local,660,Medium,Medium
27301,Suzuki Mehran VXR (CNG),770000,Rawalpindi,2010,80000,Petrol,Not Available,Punjab,Blue,Local,800,Low,Medium
27302,Honda City EXi,1200000,Lahore,2001,125000,Petrol,Not Available,Lahore,Silver,Local,1300,Low,High
27304,Toyota Corolla GLi 1.3 VVTi,2500000,Multan,2012,241000,Petrol,Not Available,Punjab,Silver,Local,1300,Medium,High
27305,Toyota Hilux Revo V Automatic 2.8,11000000,Islamabad,2020,83000,Diesel,Automatic,Sindh,Super White,Local,2800,High,Medium
27307,Toyota Corolla GLi Automatic 1.3 VVTi,4100000,Faisalabad,2016,160000,Petrol,Automatic,Punjab,Silver Metallic,Local,1300,High,High
27308,Daihatsu Cuore CX Eco,740000,Karachi,2007,11089,Petrol,Not Available,Karachi,Grey,Imported,800,Low,Low
27310,Honda Civic VTi Prosmatec 1.8 i-VTEC,2200000,Faisalabad,2006,100000,Petrol,Automatic,Punjab,Crystal Black,Imported,1800,Low,Medium
27311,Honda City 1.3 i-VTEC,2880000,Islamabad,2017,140000,Petrol,Not Available,Lahore,White,Local,1300,Medium,High
27312,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,3500000,Karachi,2014,78000,Petrol,Automatic,Sindh,Taffeta White,Local,1800,Medium,Medium
27314,Haval H6 HEV,12600000,Lahore,2024,20,Hybrid,Automatic,Un-Registered,Diamond Black,Local,1500,High,Low
27316,Toyota Corolla Altis Automatic 1.6,5075000,Okara,2019,102000,Petrol,Automatic,Punjab,Super White,Local,1600,High,High
27318,Toyota Vitz F 1.0,2400000,Islamabad,2009,110000,Petrol,Automatic,Lahore,White,Imported,1000,Medium,High
27320,Toyota Yaris Hatchback,4800000,Karachi,2021,50712,Petrol,Automatic,Un-Registered,White,Imported,1000,High,Medium
27321,Honda Civic 1.8 i-VTEC CVT,5590000,Peshawar,2018,90000,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,Medium
27326,KIA Sportage AWD,7400000,Islamabad,2020,50000,Petrol,Automatic,Islamabad,White,Local,2000,High,Low
27328,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,7150000,Rawalpindi,2022,19000,Petrol,Automatic,Islamabad,White,Local,1800,High,Low
27329,Toyota Corolla GLi Automatic 1.6 VVTi,2385000,Abbottabad,2009,125000,Petrol,Automatic,Peshawar,Black,Local,1600,Medium,High
27330,Honda Civic Oriel 1.8 i-VTEC CVT,6100000,Multan,2020,35000,Petrol,Automatic,Karachi,Crystal Black,Local,1800,High,Low
27333,Toyota Vitz F 1.0,2600000,Lahore,2012,150000,Petrol,Automatic,Lahore,Blue,Imported,1000,Medium,High
27335,Suzuki Wagon R VXL,2385000,Karachi,2019,64000,Petrol,Not Available,Karachi,Silky Silver,Local,1000,Medium,Medium
27336,Toyota C-HR G-LED,8500000,Karachi,2019,145000,Hybrid,Automatic,Un-Registered,Pearl White,Imported,1800,High,High
27338,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,2750000,Islamabad,2011,92000,Petrol,Automatic,Islamabad,Modern Steel Metallic,Local,1800,Medium,Medium
27339,Honda Civic EXi Prosmatec,1650000,Islamabad,2005,123,Petrol,Automatic,Islamabad,Crystal Black,Local,1500,Low,Low
27342,Toyota Corolla GLi Automatic 1.3 VVTi,4750000,Mandi bahauddin,2019,69000,Petrol,Automatic,Lahore,White,Local,1300,High,Medium
27343,Changan Alsvin 1.5L DCT Lumiere,3990000,Multan,2022,32025,Petrol,Automatic,Punjab,White,Local,1500,Medium,Low
27345,Suzuki Cultus EURO II,1370000,Faisalabad,2013,70000,Petrol,Not Available,Punjab,White,Local,1000,Low,Medium
27348,Suzuki Alto VXR,2450000,Islamabad,2021,66000,Petrol,Not Available,Islamabad,White,Local,660,Medium,Medium
27349,Suzuki Alto VXR,1250000,Kharian,2011,100000,Petrol,Not Available,Lahore,Silver,Local,1000,Low,Medium
27350,Toyota Corolla GLi 1.3,1900000,Mardan,2007,30000,Petrol,Not Available,Peshawar,White,Local,1300,Low,Low
27352,Toyota Corolla XLi VVTi,2950000,Chichawatni,2017,225000,Petrol,Not Available,Karachi,White,Local,1300,Medium,High
27353,Honda Civic Oriel 1.8 i-VTEC CVT,6200000,Gujrat,2021,58270,Petrol,Automatic,Islamabad,Taffeta White,Local,1800,High,Medium
27354,Honda Civic EXi,930000,Rawalpindi,1997,123,Petrol,Not Available,Punjab,Golden,Local,1500,Low,Low
27355,Suzuki Wagon R VXL,2125000,Rawalpindi,2017,180000,Petrol,Not Available,Islamabad,Silky Silver,Local,1000,Low,High
27356,Honda Civic EXi Prosmatec,1300000,Islamabad,2002,130000,Petrol,Automatic,Lahore,Black,Local,1500,Low,High
27358,Suzuki Cultus VXR,2725000,Lahore,2018,57500,Petrol,Not Available,Lahore,White,Local,1000,Medium,Medium
27359,Honda Civic Oriel 1.8 i-VTEC CVT,4800000,Mian channu,2017,80000,Petrol,Automatic,Punjab,Taffeta White,Local,1800,High,Medium
27360,Honda Civic VTi Oriel 1.6,1380000,Jhelum,2002,513000,Petrol,Not Available,Punjab,Silver,Local,1600,Low,High
27364,KIA Sportage AWD,7975000,Islamabad,2022,60000,Petrol,Automatic,Islamabad,White,Local,2000,High,Medium
27365,Honda Civic VTi 1.8 i-VTEC,4650000,Lahore,2015,49800,Petrol,Automatic,Lahore,White,Local,1800,High,Low
27367,Suzuki Mehran VX,380000,Okara,1998,11000,Petrol,Not Available,Vehari,Snow White Pearl,Local,800,Low,Low
27368,Suzuki Cultus EURO II,1820000,Rawalpindi,2015,51000,Petrol,Not Available,Rawalpindi,White,Local,1000,Low,Medium
27369,Toyota Corolla GLi Automatic 1.3 VVTi,3690000,Peshawar,2014,161000,Petrol,Automatic,Islamabad,Maroon,Local,1300,Medium,High
27370,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,4800000,Faisalabad,2016,90000,Petrol,Automatic,Islamabad,Crystal Black,Local,1800,High,Medium
27372,Suzuki Swift DLX 1.3,1889999,Chakwal,2010,120000,Petrol,Not Available,Islamabad,White,Local,1300,Low,High
27374,Toyota Prado TX L Package 2.7,14000000,Islamabad,2010,69755,Petrol,Automatic,Islamabad,Burgundy,Imported,2700,High,Medium
27375,Toyota Corolla XLi VVTi,2350000,Lahore,2011,156095,Petrol,Not Available,Lahore,Black,Local,1300,Medium,High
27377,Toyota Fortuner 2.8 Sigma 4,15500000,Lahore,2021,50000,Diesel,Automatic,Islamabad,Black,Local,2800,High,Low
27379,Suzuki Baleno JXR,1200000,Faisalabad,2005,150000,Petrol,Not Available,Lahore,Gold,Local,1300,Low,High
27380,Toyota Corolla,2200000,Rawalpindi,2001,200000,Petrol,Automatic,Islamabad,Navy,Imported,1500,Low,High
27381,Suzuki Bolan VX,940000,Talagang,2008,64000,Petrol,Not Available,Lahore,Solid White,Local,800,Low,Medium
27383,Suzuki Bolan VX,550000,Karachi,2006,5500,Petrol,Not Available,Karachi,Solid White,Local,800,Low,Low
27387,Toyota Corolla GLi 1.3 VVTi,2300000,Lahore,2011,1000000,Petrol,Not Available,Lahore,Beige,Local,1300,Medium,High
27390,Suzuki Bolan VX Euro II,1880000,Haripur,2020,33500,Petrol,Not Available,Punjab,Solid White,Local,800,Low,Low
27393,Hyundai Elantra GLS,5470000,Faisalabad,2021,69000,Petrol,Automatic,Punjab,Black Diamond,Local,2000,High,Medium
27395,Toyota Corolla GLi Automatic 1.6 VVTi,4200000,Mardan,2012,136636,Petrol,Automatic,Islamabad,White,Local,1600,High,High
27397,Suzuki Wagon R VXL,1789999,Lahore,2018,173000,Petrol,Not Available,Punjab,Solid White,Local,1000,Low,High
27399,Suzuki Wagon R VXL,2700000,Dera ismail khan,2020,25073,Petrol,Not Available,Punjab,White,Local,1000,Medium,Low
27400,Toyota Passo X,4100000,Peshawar,2020,87000,Petrol,Automatic,Un-Registered,Pearl White,Imported,1000,High,Medium
27402,Changan Karvaan Plus,2500000,Sialkot,2021,86500,Petrol,Not Available,Islamabad,White,Local,1000,Medium,Medium
27404,Haval H6 HEV,12500000,Peshawar,2023,9000,Hybrid,Automatic,Islamabad,White,Local,1500,High,Low
27407,Suzuki Mehran VXR,625000,Faisalabad,2006,74500,Petrol,Not Available,Lahore,Snow White Pearl,Local,800,Low,Medium
27410,Suzuki Cultus VXL,2950000,Peshawar,2019,65000,Petrol,Not Available,Islamabad,White,Local,1000,Medium,Medium
27414,Honda Civic Oriel 1.8 i-VTEC CVT,5500000,Lahore,2018,73000,Petrol,Automatic,Punjab,Modern Steel Metallic,Local,1800,High,Medium
27417,Suzuki Mehran VX Euro II,1090000,Islamabad,2013,70000,Petrol,Not Available,Islamabad,White,Local,800,Low,Medium
27418,Suzuki Alto VXR,2375000,Jhelum,2020,60000,Petrol,Not Available,Islamabad,Solid White,Local,660,Medium,Medium
27419,Suzuki Alto VXR,2250000,Mirpur ak,2019,125000,Petrol,Not Available,Islamabad,White,Local,660,Medium,High
27420,Honda Civic Oriel 1.8 i-VTEC CVT,5450000,Islamabad,2019,86000,Petrol,Automatic,Islamabad,Modern Steel Metallic,Local,1800,High,Medium
27421,Suzuki Wagon R VXL,2900000,Multan,2022,38000,Petrol,Not Available,Punjab,Graphite Grey,Local,1000,Medium,Low
27425,Toyota Corolla XE,1560000,Swatmingora,1997,230348,Petrol,Not Available,Punjab,Grey,Local,1500,Low,High
27430,Suzuki Alto VXR (CNG),650000,Karachi,2007,100000,Petrol,Not Available,Sindh,Blue,Local,1000,Low,Medium
27431,Toyota Corolla,1800000,Islamabad,1994,300000,Petrol,Automatic,Lahore,White,Imported,1500,Low,High
27433,Honda Civic Oriel 1.8 i-VTEC CVT,5100000,Gujranwala,2018,105000,Petrol,Automatic,Islamabad,Silver,Local,1800,High,High
27434,Toyota Corolla XLi VVTi,2570000,Peshawar,2010,158374,Petrol,Not Available,Lahore,Black,Imported,1300,Medium,High
27440,Toyota Yaris ATIV X CVT 1.5,5500000,Lahore,2022,7834,Petrol,Automatic,Lahore,Super White,Local,1500,High,Low
27444,Suzuki Cultus VXRi,1290000,Hafizabad,2010,88000,Petrol,Not Available,Lahore,Solid White,Local,1000,Low,Medium
27446,Honda Civic VTi Oriel 1.6,1650000,Bahawalpur,2006,190000,Petrol,Not Available,Karachi,Alabaster Silver,Local,1600,Low,High
27450,KIA Sportage FWD,7450000,Chiniot,2022,12800,Petrol,Automatic,Islamabad,White,Local,2000,High,Low
27451,Toyota Vitz,2175000,Islamabad,2008,120000,Petrol,Automatic,Lahore,Silver,Imported,1000,Low,High
27452,Suzuki Alto VXR,2580000,Lahore,2022,28000,Petrol,Not Available,Punjab,Grey,Local,660,Medium,Low
27454,Toyota Corolla Altis Automatic 1.6,4000000,Lahore,2016,98000,Petrol,Automatic,Lahore,White,Local,1600,Medium,Medium
27457,KIA Sportage FWD,6600000,Lahore,2020,43000,Petrol,Automatic,Lahore,White,Local,2000,High,Low
27459,Honda City 1.3 i-VTEC,2775000,Lahore,2014,97000,Petrol,Not Available,Lahore,Black,Local,1300,Medium,Medium
27460,Honda City 1.3 i-VTEC,3300000,Lahore,2018,105000,Petrol,Not Available,Lahore,Silver,Local,1300,Medium,High
27461,Toyota Prado TX L Package 2.7,27000000,Lahore,2018,31000,Petrol,Automatic,Un-Registered,Attitude Black Mica,Imported,2700,High,Low
27462,Honda Civic Oriel 1.8 i-VTEC CVT,4150000,Karachi,2017,68000,Petrol,Automatic,Karachi,Rallye Red,Local,1800,High,Medium
27464,Honda Civic VTi Oriel 1.8 i-VTEC,3350000,Multan,2015,130000,Petrol,Not Available,Lahore,White,Local,1800,Medium,High
27466,Suzuki Alto VXR,869999,Karachi,2009,125000,Petrol,Not Available,Karachi,Solid White,Local,1000,Low,High
27467,Toyota Corolla GLi Automatic 1.3 VVTi,4840000,Karachi,2021,70839,Petrol,Automatic,Karachi,White,Local,1300,High,Medium
27471,Suzuki Wagon R VXR,2690000,Multan,2022,20750,Petrol,Not Available,Islamabad,Solid White,Local,1000,Medium,Low
27472,Suzuki Khyber GA,1255000,Rawalpindi,1997,98627,Petrol,Not Available,Rawalpindi,White,Local,1000,Low,Medium
27473,Suzuki Alto VXR,720000,Multan,2007,150000,Petrol,Not Available,Sindh,Maroon,Local,1000,Low,High
27474,Toyota Corolla GLi 1.3 VVTi,2450000,Abbottabad,2012,145000,Petrol,Not Available,Islamabad,Magneta,Local,1300,Medium,High
27475,Suzuki Mehran VXR Euro II,1470000,Kotli ak,2019,62000,Petrol,Not Available,Rawalpindi,White,Local,800,Low,Medium
27476,Toyota Vitz F 1.0,3200000,Lahore,2013,80000,Petrol,Automatic,Punjab,Silver,Imported,1000,Medium,Medium
27477,Toyota Corolla GLi 1.3 VVTi,2350000,Dera ismail khan,2010,16,Petrol,Not Available,Sindh,Silver Metallic,Local,1300,Medium,Low
27484,Toyota Corolla GLi 1.3 VVTi,2350000,Rawalpindi,2009,159000,Petrol,Not Available,Karachi,Black,Local,1300,Medium,High
27485,Toyota Corolla Altis Automatic 1.6,4850000,Peshawar,2019,130,Petrol,Automatic,Islamabad,White,Local,1600,High,Low
27486,Suzuki Baleno JXR,1400000,Lahore,2005,234000,Petrol,Not Available,Lahore,Beige,Local,1300,Low,High
27487,KIA Sportage AWD,7700000,Karachi,2022,14179,Petrol,Automatic,Sindh,White,Local,2000,High,Low
27488,Toyota Corolla Altis Automatic 1.6,4700000,Karachi,2019,31317,Petrol,Automatic,Sindh,Attitude Black,Local,1600,High,Low
27489,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,2750000,Faisalabad,2011,200000,Petrol,Automatic,Lahore,White,Local,1800,Medium,High
27492,Toyota Aqua S,6000000,Karachi,2021,97000,Hybrid,Automatic,Un-Registered,Silver,Imported,1500,High,Medium
27493,Suzuki Cultus EURO II,1530000,Gambat,2015,29000,Petrol,Not Available,Sindh,Silky Silver,Local,1000,Low,Low
27495,Honda City i-DSI,1670000,Lahore,2004,150000,Petrol,Not Available,Islamabad,Blue,Local,1300,Low,High
27496,Toyota Corolla XLi,2400000,Sargodha,2007,280000,Petrol,Not Available,Islamabad,Deep Blue,Local,1300,Medium,High
27498,Honda Civic VTi 1.8 i-VTEC,3093000,Lahore,2013,100000,Petrol,Automatic,Karachi,Silver,Local,1800,Medium,Medium
27500,Toyota Yaris Hatchback,4650000,Islamabad,2020,80000,Petrol,Automatic,Un-Registered,White,Imported,1000,High,Medium
27502,Honda City 1.3 i-VTEC Prosmatec,3100000,Lahore,2015,135000,Petrol,Automatic,Lahore,Bronze,Local,1300,Medium,High
27503,Toyota Corolla XLi VVTi,2130000,Rawalpindi,2009,410000,Petrol,Not Available,Punjab,Black,Local,1300,Low,High
27509,Suzuki Swift DLX 1.3 Navigation,2610000,Lahore,2019,120000,Petrol,Not Available,Islamabad,Silver,Imported,1300,Medium,High
27510,Suzuki Khyber GA,550000,Peshawar,1996,800000,Petrol,Not Available,Rawalpindi,Maroon,Local,1000,Low,High
27511,Honda City Aspire 1.5 i-VTEC,3000000,Islamabad,2014,89000,Petrol,Not Available,Islamabad,White,Local,1500,Medium,Medium
27512,Toyota Fortuner 2.7 VVTi,11700000,Karachi,2018,85000,Petrol,Automatic,Sindh,Black,Local,2700,High,Medium
27514,Suzuki Mehran VXR Euro II,1570000,Vehari,2019,20,Petrol,Not Available,Lahore,Solid White,Local,796,Low,Low
27515,Toyota Corolla XLi VVTi,3100000,Jhelum,2015,170000,Petrol,Not Available,Lahore,Attitude Black,Local,1300,Medium,High
27516,Toyota Corolla Altis Automatic 1.6,4800000,Karachi,2019,28000,Petrol,Automatic,Karachi,Grey,Local,1600,High,Low
27520,Honda City i-DSI,2190000,Attock,2006,92000,Petrol,Not Available,Islamabad,Blue,Local,1300,Low,Medium
27521,Toyota Corolla GLi Automatic 1.3 VVTi,3200000,Thatta,2015,85000,Petrol,Not Available,Karachi,Blue,Local,1300,Medium,Medium
27523,Honda BR-V i-VTEC S,5200000,Karachi,2021,26176,Petrol,Automatic,Karachi,White,Local,1500,High,Low
27524,Suzuki Cultus VXRi,1200000,Rawalpindi,2009,100,Petrol,Not Available,Lahore,Grey,Local,1000,Low,Low
27527,Daihatsu Mira,1825000,Attock,2007,162000,Petrol,Automatic,Lahore,White,Imported,660,Low,High
27528,Suzuki Wagon R VXL,2450000,Gujrat,2020,130000,Petrol,Not Available,Islamabad,Silver,Local,1000,Medium,High
27531,Toyota Vitz,1880000,Karachi,2007,98000,Petrol,Automatic,Karachi,Blue,Imported,1000,Low,Medium
27532,Toyota Vitz F 1.0,2500000,Lahore,2015,142000,Petrol,Automatic,Sindh,Polar White,Imported,1000,Medium,High
27534,Suzuki Swift DLX 1.3,2000000,Haripur,2012,160000,Petrol,Not Available,Islamabad,Silky Silver,Local,1300,Low,High
27535,Toyota Corolla XLi,1470000,Wah cantt,2003,180000,Petrol,Not Available,Faisalabad,Super White,Local,1300,Low,High
27536,Honda Civic EXi,1650000,Islamabad,2006,250000,Petrol,Not Available,Islamabad,Silver,Local,1500,Low,High
27542,Honda City Aspire Prosmatec 1.5 i-VTEC,4075000,Faisalabad,2019,74000,Petrol,Automatic,Sindh,Crystal Black Pearl,Local,1500,High,Medium
27543,Toyota Corolla XE,1300000,Liaqat pur,2002,100000,Petrol,Not Available,Punjab,White,Local,1300,Low,Medium
27544,Suzuki Mehran VXR,830000,Islamabad,2009,12349,Petrol,Not Available,Lahore,Silver,Local,800,Low,Low
27545,Toyota Corolla Altis Grande X CVT-i 1.8 Beige Interior,7400000,Islamabad,2022,6400,Petrol,Automatic,Islamabad,White,Local,1800,High,Low
27546,Suzuki Alto,650000,Karachi,2005,25000,Petrol,Not Available,Sindh,Gold,Local,1000,Low,Low
27547,Hyundai Sonata 2.5,8888000,Faisalabad,2021,39500,Petrol,Automatic,Sindh,Polar White,Imported,2500,High,Low
27548,Honda City Aspire 1.5 i-VTEC,3450000,Islamabad,2017,900000,Petrol,Not Available,Islamabad,Taffeta White,Local,1500,Medium,High
27549,Honda Civic EXi,1450000,Gujrat,2006,200000,Petrol,Not Available,Punjab,Blue,Local,1500,Low,High
27550,Honda Civic VTi Oriel Prosmatec 1.6,1550000,Rawalpindi,2006,5000,Petrol,Automatic,Islamabad,Black,Local,1600,Low,Low
27551,Suzuki Wagon R VXL,2039999,Lahore,2018,74550,Petrol,Not Available,Lahore,Silver,Local,1000,Low,Medium
27553,Toyota Corolla GLi Automatic 1.3 VVTi,5000000,Islamabad,2019,38000,Petrol,Automatic,Islamabad,Black,Local,1300,High,Low
27554,Hyundai Santro Club,890000,Lahore,2004,100000,Petrol,Not Available,Lahore,Silver,Local,1000,Low,Medium
27555,Honda Vezel Hybrid Z,7700000,Lahore,2019,71000,Hybrid,Automatic,Un-Registered,Black,Imported,1500,High,Medium
27558,Suzuki Cultus VXR,3050000,Hyderabad,2021,45000,Petrol,Not Available,Karachi,White,Local,1000,Medium,Low
27559,Suzuki Mehran VXR,509999,Karachi,2002,12345,Petrol,Not Available,Sindh,Beige,Local,800,Low,Low
27560,Suzuki Bolan VX Euro II,1350000,Jaranwala,2018,90000,Petrol,Not Available,Rawalpindi,Solid White,Local,800,Low,Medium
27562,Hyundai Sonata 2.5,9350000,Peshawar,2021,33000,Petrol,Automatic,Islamabad,Blue,Local,2500,High,Low
27564,Toyota Corolla GLi Automatic 1.6 VVTi,3195000,Sargodha,2013,120000,Petrol,Automatic,Lahore,Silver Metallic,Local,1600,Medium,High
27567,Toyota Corolla Altis Automatic 1.6,5300000,Rawalpindi,2019,47000,Petrol,Automatic,Islamabad,White,Local,1600,High,Low
27568,Honda City 1.2L CVT,4580000,Hyderabad,2022,3300,Petrol,Automatic,Sindh,Lunar Silver Metallic,Local,1200,High,Low
27570,Hyundai Elantra GLS,0,Islamabad,2024,10,Petrol,Automatic,Un-Registered,White,Local,2000,Low,Low
27574,Toyota Corolla XLi,2500000,Mingora,2007,20,Petrol,Not Available,Peshawar,Super White,Local,1300,Medium,Low
27576,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,2450000,Wah cantt,2009,190000,Petrol,Automatic,Islamabad,Crystal Black,Local,1800,Medium,High
27578,DFSK Glory 580 Pro,5300000,Lahore,2021,51000,Petrol,Automatic,Islamabad,Silver,Local,1500,High,Medium
27579,Suzuki Mehran VXR Euro II,1520000,Islamabad,2018,111000,Petrol,Not Available,Islamabad,White,Local,800,Low,High
27582,Suzuki Baleno JXR,770000,Karachi,2003,125000,Petrol,Not Available,Sindh,Silky Silver,Local,1300,Low,High
27583,Daihatsu Mira,3600000,Peshawar,2022,36000,Petrol,Automatic,Un-Registered,White,Imported,660,Medium,Low
